@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
34,'2017/10/15 15:19:35:799',2,-48.854771,-48.718555,-48.594742,-48.340023,-48.562923,-50.097298,-51.42667,-49.234024,-48.083004,-49.486298,-49.591946,-47.803005,-47.890495,-44.758472,-42.948814,-45.148678,-42.643173,-38.912571,-37.814896,-39.477127,-45.447487,-45.220234,-38.484386,-37.014488,-40.876575,-38.914875,-34.853001,-35.903069,-39.016209,-40.225567,-48.407322,-51.022141,-31.814436,-23.356943,-19.996212,-20.599672,-25.551208,-33.826721,-31.093021,-30.578165,-31.643766,-33.144222,-33.432907,-32.137718,-31.537178,-31.525551,-31.273684,-29.291637,-25.850851,-25.290688,-28.942373,-38.813534,-43.659008,-40.532879,-36.514828,-32.972378,-32.091702,-32.833633,-33.87122,-38.611195,-46.699905,-40.487041,-41.945148,-40.353195,-40.22657,-41.479088,-38.995884,-39.504223,-36.461422,-34.189934,-32.917324,-30.975954,-32.029385,-37.595436,-46.35437,-54.3466,-45.162983,-42.536728,-43.39278,-50.369221,-45.197571,-38.601677,-37.67841,-39.549305,-40.222744,-39.325954,-37.358761,-35.18383,-33.995773,-34.917362,-37.4613,-37.333126,-37.963001,-42.671837,-51.392342,-45.931965,-44.019119,-45.644951,-45.376686,-43.399021,-42.293633,-42.243855,-44.1031,-50.735733,-56.636879,-45.826672,-43.582916,-44.682568,-48.6161,-49.403095,-45.611469,-45.597363,-47.050049,-46.200718,-45.846077,-47.601257,-52.025314,-59.173958,-64.616852,-70.864189,-72.797585,-68.362152,-66.882416,-67.148415,-67.457436,-66.514503,-66.10022,-65.977448,1
35,'2017/10/15 15:19:35:900',2,-48.854771,-48.718555,-48.594742,-48.340023,-48.562923,-50.097298,-51.42667,-49.234024,-48.083004,-49.486298,-49.591946,-47.803005,-47.890495,-44.758472,-42.948814,-45.148678,-42.643173,-38.912571,-37.814896,-39.477127,-45.447487,-45.220234,-38.484386,-37.014488,-40.876575,-38.914875,-34.853001,-35.903069,-39.016209,-40.225567,-48.407322,-51.022141,-31.814436,-23.356943,-19.996212,-20.599672,-25.551208,-33.826721,-31.093021,-30.578165,-31.643766,-33.144222,-33.432907,-32.137718,-31.537178,-31.525551,-31.273684,-29.291637,-25.850851,-25.290688,-28.942373,-38.813534,-43.659008,-40.532879,-36.514828,-32.972378,-32.091702,-32.833633,-33.87122,-38.611195,-46.699905,-40.487041,-41.945148,-40.353195,-40.22657,-41.479088,-38.995884,-39.504223,-36.461422,-34.189934,-32.917324,-30.975954,-32.029385,-37.595436,-46.35437,-54.3466,-45.162983,-42.536728,-43.39278,-50.369221,-45.197571,-38.601677,-37.67841,-39.549305,-40.222744,-39.325954,-37.358761,-35.18383,-33.995773,-34.917362,-37.4613,-37.333126,-37.963001,-42.671837,-51.392342,-45.931965,-44.019119,-45.644951,-45.376686,-43.399021,-42.293633,-42.243855,-44.1031,-50.735733,-56.636879,-45.826672,-43.582916,-44.682568,-48.6161,-49.403095,-45.611469,-45.597363,-47.050049,-46.200718,-45.846077,-47.601257,-52.025314,-59.173958,-64.616852,-70.864189,-72.797585,-68.362152,-66.882416,-67.148415,-67.457436,-66.514503,-66.10022,-65.977448,1
36,'2017/10/15 15:19:36:003',2,-70.318077,-70.372414,-73.373741,-76.789902,-72.589798,-71.898849,-73.366013,-70.752396,-67.245018,-66.866386,-67.372658,-63.874271,-62.163338,-63.537163,-66.560379,-66.991341,-63.457191,-59.137394,-55.909954,-54.509808,-55.321308,-59.02602,-63.269722,-60.934238,-60.737652,-59.572186,-61.37849,-68.785095,-58.538311,-59.352596,-57.216991,-48.196651,-45.095745,-47.171848,-59.839447,-49.22023,-46.15871,-47.460453,-51.378178,-56.164879,-50.948822,-48.330204,-48.143581,-47.585823,-47.231007,-48.572472,-48.004345,-46.130875,-48.225025,-58.879684,-58.838619,-57.641075,-60.885796,-59.802376,-65.028915,-64.796501,-61.922962,-64.010071,-55.677174,-53.427891,-54.046818,-54.749214,-58.809742,-60.342472,-56.979225,-59.00861,-60.744381,-60.80722,-62.788471,-58.792854,-56.237495,-55.420891,-53.414452,-52.423035,-53.652016,-55.491192,-57.958435,-61.225243,-62.766514,-60.820892,-57.734482,-59.037643,-63.520416,-67.921257,-83.712029,-76.186707,-67.610023,-57.387356,-54.336983,-54.898247,-57.61042,-61.477669,-67.433662,-64.448631,-59.273544,-57.831276,-60.289852,-68.322487,-70.97683,-69.188133,-66.239052,-65.383492,-70.921265,-78.114326,-65.731445,-61.358498,-60.881973,-64.687996,-76.324684,-67.174294,-65.318153,-70.404701,-62.857349,-59.949455,-61.616028,-65.647018,-68.463959,-67.846237,-67.115982,-67.198273,-67.534058,-67.660667,-67.67157,-67.717415,-67.745094,-67.779556,-67.791817,-67.799667,1
37,'2017/10/15 15:19:36:104',2,-80.554176,-71.184464,-68.753441,-70.689377,-74.328079,-75.836349,-76.260681,-76.604744,-81.937256,-71.118004,-64.178474,-61.917393,-60.919872,-62.281494,-67.266846,-54.292057,-50.126625,-51.278057,-58.918945,-58.3009,-54.262154,-48.975166,-45.946629,-46.7248,-50.264919,-51.754234,-53.076248,-52.453392,-51.081264,-48.120644,-45.209053,-42.075901,-35.574474,-32.019539,-31.176813,-31.35754,-31.978785,-34.370773,-39.097111,-45.87772,-58.440277,-46.220753,-42.140495,-40.975994,-44.207783,-59.77092,-48.691181,-47.925442,-49.834339,-49.190044,-49.501316,-51.989185,-49.35191,-50.074055,-57.96814,-42.753937,-40.410854,-44.652061,-48.494194,-43.779488,-43.516438,-42.559971,-41.972477,-43.419075,-47.702076,-51.527264,-55.414112,-48.268753,-44.363293,-44.414433,-42.47995,-41.530201,-42.996586,-46.458958,-51.323914,-47.88842,-47.680862,-53.177383,-62.783752,-54.820202,-59.366898,-54.338173,-45.019711,-41.696377,-41.44492,-45.252712,-49.559563,-42.628113,-42.104179,-48.962406,-49.98896,-45.386341,-49.971245,-47.473572,-42.796169,-44.50988,-58.585449,-48.014812,-44.419773,-47.75853,-67.631912,-47.389782,-45.826511,-50.048698,-54.769115,-55.258007,-53.423752,-52.143059,-48.744518,-44.558331,-44.125599,-45.030571,-45.563438,-48.822186,-57.507694,-71.108742,-71.4235,-65.870102,-66.849594,-65.191689,-63.91243,-64.170425,-64.671944,-64.516785,-64.745049,-64.697563,-64.653618,-64.606163,1
38,'2017/10/15 15:19:36:205',2,-80.554176,-71.184464,-68.753441,-70.689377,-74.328079,-75.836349,-76.260681,-76.604744,-81.937256,-71.118004,-64.178474,-61.917393,-60.919872,-62.281494,-67.266846,-54.292057,-50.126625,-51.278057,-58.918945,-58.3009,-54.262154,-48.975166,-45.946629,-46.7248,-50.264919,-51.754234,-53.076248,-52.453392,-51.081264,-48.120644,-45.209053,-42.075901,-35.574474,-32.019539,-31.176813,-31.35754,-31.978785,-34.370773,-39.097111,-45.87772,-58.440277,-46.220753,-42.140495,-40.975994,-44.207783,-59.77092,-48.691181,-47.925442,-49.834339,-49.190044,-49.501316,-51.989185,-49.35191,-50.074055,-57.96814,-42.753937,-40.410854,-44.652061,-48.494194,-43.779488,-43.516438,-42.559971,-41.972477,-43.419075,-47.702076,-51.527264,-55.414112,-48.268753,-44.363293,-44.414433,-42.47995,-41.530201,-42.996586,-46.458958,-51.323914,-47.88842,-47.680862,-53.177383,-62.783752,-54.820202,-59.366898,-54.338173,-45.019711,-41.696377,-41.44492,-45.252712,-49.559563,-42.628113,-42.104179,-48.962406,-49.98896,-45.386341,-49.971245,-47.473572,-42.796169,-44.50988,-58.585449,-48.014812,-44.419773,-47.75853,-67.631912,-47.389782,-45.826511,-50.048698,-54.769115,-55.258007,-53.423752,-52.143059,-48.744518,-44.558331,-44.125599,-45.030571,-45.563438,-48.822186,-57.507694,-71.108742,-71.4235,-65.870102,-66.849594,-65.191689,-63.91243,-64.170425,-64.671944,-64.516785,-64.745049,-64.697563,-64.653618,-64.606163,1
39,'2017/10/15 15:19:36:308',2,-63.416321,-63.282452,-63.059418,-62.21516,-62.370243,-69.175758,-66.050095,-59.446068,-56.508305,-55.417679,-59.007339,-60.999363,-52.810722,-50.53059,-51.550423,-53.602058,-55.599888,-58.103714,-61.42511,-80.204277,-63.996166,-68.734459,-63.923824,-55.918922,-52.960308,-53.196632,-56.821297,-49.349644,-43.948437,-40.891811,-37.837833,-37.58736,-38.83596,-32.275688,-29.25333,-30.374348,-34.910538,-39.525253,-39.219738,-34.832611,-32.431286,-32.981071,-36.427052,-42.853706,-48.394119,-49.878437,-49.800625,-45.291058,-44.051674,-47.453815,-56.357391,-46.573204,-41.677605,-38.660236,-36.447323,-35.839142,-38.173519,-46.534241,-43.448112,-38.707924,-40.200424,-45.922096,-39.240826,-36.954956,-38.792477,-42.009106,-45.854191,-57.805347,-52.43335,-52.263084,-47.359081,-40.821434,-38.092461,-38.347233,-40.669689,-43.410069,-42.83667,-41.053226,-41.321999,-44.134487,-49.582409,-48.062424,-45.489944,-44.924133,-43.695404,-40.850655,-36.256706,-31.559059,-28.689703,-28.021902,-29.557274,-33.39201,-39.337109,-44.322075,-47.325069,-47.070755,-42.515888,-40.33075,-40.420536,-40.896065,-39.073345,-36.718414,-35.166843,-34.351799,-34.370697,-35.5201,-38.037182,-41.394604,-43.807545,-45.448296,-44.93187,-43.096592,-43.313122,-46.377842,-52.508934,-54.394493,-52.985172,-53.849739,-54.988735,-56.652973,-60.544258,-64.615585,-63.733059,-63.255508,-63.147419,-63.150707,-63.040272,-63.033012,1
40,'2017/10/15 15:19:36:411',2,-73.950996,-72.994286,-77.072182,-75.093758,-70.527939,-70.694305,-67.928734,-65.888351,-68.370811,-75.715073,-67.861076,-65.753319,-69.393364,-81.940865,-67.880165,-64.55703,-62.279217,-60.09074,-60.769985,-64.115822,-61.394211,-57.257332,-54.630081,-54.412285,-57.736282,-60.55225,-59.793137,-64.690178,-60.0788,-54.054859,-52.555031,-63.283295,-48.052147,-43.365425,-44.219311,-45.373169,-43.825996,-45.446579,-50.067997,-50.114464,-49.664764,-52.611008,-52.216175,-48.223118,-47.464138,-51.252697,-55.797787,-50.312248,-50.855389,-55.818096,-54.661816,-52.598087,-51.37463,-50.817604,-54.442337,-62.831085,-49.652222,-45.578247,-43.502853,-42.688309,-43.994648,-47.367149,-51.469284,-55.888439,-60.210594,-60.455074,-55.828564,-51.70845,-49.348545,-49.906174,-56.35183,-57.670502,-50.27755,-49.492283,-50.655502,-52.281075,-55.961739,-62.500874,-70.417953,-66.936615,-67.459534,-71.946526,-73.196823,-78.823669,-70.995277,-63.078564,-62.509865,-63.753948,-63.404312,-64.902443,-61.408295,-61.464897,-66.747124,-64.750984,-63.492683,-64.145859,-64.896347,-65.94339,-66.789978,-63.980022,-61.681789,-62.127815,-65.030663,-66.778786,-63.586868,-61.5783,-62.080021,-64.52594,-63.186916,-61.35569,-62.973507,-67.135513,-69.857986,-72.043297,-68.20533,-64.98275,-64.573486,-65.251907,-65.788208,-66.302483,-66.649475,-66.76461,-66.836906,-66.879021,-66.940529,-67.000214,-67.027473,-67.042397,1
41,'2017/10/15 15:19:36:516',2,-73.950996,-72.994286,-77.072182,-75.093758,-70.527939,-70.694305,-67.928734,-65.888351,-68.370811,-75.715073,-67.861076,-65.753319,-69.393364,-81.940865,-67.880165,-64.55703,-62.279217,-60.09074,-60.769985,-64.115822,-61.394211,-57.257332,-54.630081,-54.412285,-57.736282,-60.55225,-59.793137,-64.690178,-60.0788,-54.054859,-52.555031,-63.283295,-48.052147,-43.365425,-44.219311,-45.373169,-43.825996,-45.446579,-50.067997,-50.114464,-49.664764,-52.611008,-52.216175,-48.223118,-47.464138,-51.252697,-55.797787,-50.312248,-50.855389,-55.818096,-54.661816,-52.598087,-51.37463,-50.817604,-54.442337,-62.831085,-49.652222,-45.578247,-43.502853,-42.688309,-43.994648,-47.367149,-51.469284,-55.888439,-60.210594,-60.455074,-55.828564,-51.70845,-49.348545,-49.906174,-56.35183,-57.670502,-50.27755,-49.492283,-50.655502,-52.281075,-55.961739,-62.500874,-70.417953,-66.936615,-67.459534,-71.946526,-73.196823,-78.823669,-70.995277,-63.078564,-62.509865,-63.753948,-63.404312,-64.902443,-61.408295,-61.464897,-66.747124,-64.750984,-63.492683,-64.145859,-64.896347,-65.94339,-66.789978,-63.980022,-61.681789,-62.127815,-65.030663,-66.778786,-63.586868,-61.5783,-62.080021,-64.52594,-63.186916,-61.35569,-62.973507,-67.135513,-69.857986,-72.043297,-68.20533,-64.98275,-64.573486,-65.251907,-65.788208,-66.302483,-66.649475,-66.76461,-66.836906,-66.879021,-66.940529,-67.000214,-67.027473,-67.042397,1
42,'2017/10/15 15:19:36:621',2,-61.502895,-62.456684,-63.047009,-62.134842,-61.693569,-61.750599,-62.736824,-63.391045,-61.519428,-59.292473,-58.675846,-58.285614,-57.553078,-58.409248,-57.244946,-57.016235,-59.169899,-55.750343,-56.232288,-66.609894,-60.818916,-59.775547,-55.974266,-50.848976,-48.297756,-47.057514,-46.055092,-45.330822,-45.693127,-46.571751,-48.545841,-56.768051,-52.377636,-45.433949,-42.941437,-42.153255,-42.862164,-46.083481,-50.70335,-49.155369,-48.681225,-50.953018,-49.878727,-44.847828,-43.401707,-44.074478,-43.233967,-43.297585,-46.07983,-49.729637,-53.059372,-49.216194,-45.730633,-45.20097,-46.2472,-49.329945,-61.402393,-53.260052,-47.835026,-49.356171,-67.851799,-49.879009,-45.959763,-47.364338,-52.895569,-54.009937,-53.509365,-60.663052,-59.695187,-52.970039,-51.169109,-50.174618,-50.33585,-54.632027,-68.585213,-54.153919,-52.326069,-54.901466,-59.666027,-61.311153,-61.534355,-62.456425,-62.467632,-62.141598,-65.156425,-71.36676,-59.351318,-56.748035,-58.472588,-58.022057,-57.031406,-62.338108,-63.509514,-57.361568,-57.113426,-57.530891,-57.425304,-59.962666,-66.572914,-71.724052,-65.11042,-62.679035,-65.531067,-66.226532,-61.875973,-61.089821,-60.593418,-60.843578,-61.941044,-59.67416,-59.290962,-61.510418,-61.577347,-62.482277,-69.154427,-81.726585,-70.855286,-71.270233,-75.288383,-80.508476,-84.130234,-90.245522,-90.748657,-89.777863,-91.778366,-93.522652,-95.560188,-100.430489,1
43,'2017/10/15 15:19:36:723',2,-60.111443,-59.593922,-60.163986,-61.999641,-61.813778,-56.795979,-54.342533,-59.578194,-56.6558,-47.377983,-45.627045,-48.244053,-52.810097,-53.186111,-52.415352,-56.759407,-51.264286,-46.304577,-44.151413,-41.842041,-41.484921,-43.705482,-47.712189,-55.158886,-54.602596,-43.677822,-38.557495,-37.159912,-40.67894,-45.707939,-32.652142,-29.74386,-31.503735,-34.281963,-34.204552,-33.456844,-32.305634,-36.081337,-55.850857,-38.048958,-37.646561,-37.738098,-41.706051,-45.185699,-35.295769,-32.984394,-34.475258,-41.317627,-35.042782,-31.532633,-33.654202,-36.887413,-35.171448,-38.591377,-44.731731,-37.008411,-34.913216,-35.413895,-39.037388,-51.495464,-44.920948,-38.619473,-37.269199,-38.302853,-39.061188,-39.539089,-41.60585,-42.025776,-36.594364,-31.643915,-28.719215,-27.984365,-29.51903,-33.146488,-37.374439,-39.74762,-39.434898,-37.96656,-38.066025,-39.635521,-42.716358,-48.373837,-48.788269,-53.474819,-47.495541,-42.732765,-43.298283,-46.118542,-38.888916,-33.164856,-31.121412,-31.995201,-35.400127,-39.470295,-40.616074,-42.79364,-48.690369,-49.314056,-45.406807,-43.721352,-44.251514,-46.707012,-49.878254,-48.157719,-42.992226,-40.675125,-41.536079,-45.965855,-59.245857,-49.359184,-43.153965,-42.179646,-46.312126,-50.22105,-43.982441,-44.058418,-50.201187,-77.244934,-56.322773,-54.873219,-55.119896,-57.292088,-58.256763,-57.533512,-57.542416,-57.682278,-57.691231,-57.692966,1
44,'2017/10/15 15:19:36:826',2,-60.111443,-59.593922,-60.163986,-61.999641,-61.813778,-56.795979,-54.342533,-59.578194,-56.6558,-47.377983,-45.627045,-48.244053,-52.810097,-53.186111,-52.415352,-56.759407,-51.264286,-46.304577,-44.151413,-41.842041,-41.484921,-43.705482,-47.712189,-55.158886,-54.602596,-43.677822,-38.557495,-37.159912,-40.67894,-45.707939,-32.652142,-29.74386,-31.503735,-34.281963,-34.204552,-33.456844,-32.305634,-36.081337,-55.850857,-38.048958,-37.646561,-37.738098,-41.706051,-45.185699,-35.295769,-32.984394,-34.475258,-41.317627,-35.042782,-31.532633,-33.654202,-36.887413,-35.171448,-38.591377,-44.731731,-37.008411,-34.913216,-35.413895,-39.037388,-51.495464,-44.920948,-38.619473,-37.269199,-38.302853,-39.061188,-39.539089,-41.60585,-42.025776,-36.594364,-31.643915,-28.719215,-27.984365,-29.51903,-33.146488,-37.374439,-39.74762,-39.434898,-37.96656,-38.066025,-39.635521,-42.716358,-48.373837,-48.788269,-53.474819,-47.495541,-42.732765,-43.298283,-46.118542,-38.888916,-33.164856,-31.121412,-31.995201,-35.400127,-39.470295,-40.616074,-42.79364,-48.690369,-49.314056,-45.406807,-43.721352,-44.251514,-46.707012,-49.878254,-48.157719,-42.992226,-40.675125,-41.536079,-45.965855,-59.245857,-49.359184,-43.153965,-42.179646,-46.312126,-50.22105,-43.982441,-44.058418,-50.201187,-77.244934,-56.322773,-54.873219,-55.119896,-57.292088,-58.256763,-57.533512,-57.542416,-57.682278,-57.691231,-57.692966,1
45,'2017/10/15 15:19:36:926',2,-62.296745,-62.245724,-61.693344,-61.661846,-62.169254,-62.5145,-62.050194,-62.162865,-62.459583,-61.78933,-62.28524,-61.888962,-62.367786,-62.789165,-58.053104,-59.664654,-67.989723,-57.145504,-58.099476,-57.222786,-55.395565,-62.640232,-61.844635,-59.510712,-66.701172,-58.802086,-55.620163,-52.774288,-50.498135,-47.389637,-45.792995,-45.468864,-41.794689,-36.837891,-33.892387,-33.883713,-37.513672,-46.741631,-55.75275,-60.916172,-54.815758,-49.838676,-50.175034,-52.07341,-55.285717,-63.920952,-63.29781,-56.163029,-54.121777,-54.265522,-52.340393,-52.97311,-59.450024,-62.74522,-58.198151,-55.228958,-52.339661,-50.476696,-50.428684,-52.264336,-55.49091,-57.738522,-60.760429,-63.522114,-59.538197,-55.890121,-55.520969,-59.117558,-57.286617,-56.716534,-50.211536,-46.702881,-48.018871,-54.980442,-74.243912,-68.389763,-64.127686,-60.994488,-63.92263,-74.857025,-75.63269,-70.341583,-69.403549,-67.434715,-63.036121,-61.791969,-66.216545,-70.680923,-70.169113,-70.86187,-73.284309,-59.344837,-55.733868,-58.116306,-68.946709,-75.7659,-69.654724,-62.806698,-63.217922,-67.584709,-64.657875,-67.501884,-65.518311,-60.640007,-57.627048,-57.04525,-61.490047,-70.690331,-70.83886,-67.177467,-64.326744,-70.599083,-77.726776,-76.154846,-76.961678,-72.299271,-78.220505,-89.127388,-82.127579,-86.383041,-102.376625,-94.473122,-104.339653,-107.799149,-98.688629,-95.388123,-99.839645,-96.004539,1
46,'2017/10/15 15:19:37:031',2,-66.525452,-67.37867,-68.434334,-68.114471,-69.191406,-70.434105,-66.563004,-65.227325,-64.161354,-61.041386,-60.83247,-64.772873,-66.864449,-62.294319,-60.13562,-54.753639,-49.496098,-47.834835,-49.9893,-54.899143,-55.484665,-56.109524,-58.251709,-60.106644,-59.059929,-62.702305,-63.032063,-53.881668,-54.934383,-57.728798,-46.485607,-41.213371,-35.60667,-32.188965,-31.807596,-34.209736,-38.32246,-41.989552,-45.865353,-50.158905,-49.714481,-46.718899,-47.337711,-51.202694,-46.022587,-44.389278,-46.703514,-45.777439,-41.847973,-40.337547,-41.420551,-45.020588,-53.681942,-55.503315,-48.475033,-51.16264,-65.577354,-50.391399,-49.180458,-48.925106,-48.475334,-48.426498,-46.429623,-44.944374,-46.714443,-52.595879,-56.04995,-67.599342,-49.77475,-46.599232,-46.336121,-46.723404,-52.60186,-50.500702,-44.138721,-43.820717,-47.321369,-52.62809,-54.703972,-56.560768,-61.14024,-70.648064,-58.876179,-56.995045,-56.760223,-51.061287,-48.781406,-49.806545,-48.365433,-46.110306,-47.833412,-53.935585,-51.668552,-49.356724,-50.251217,-53.859596,-57.68676,-56.544266,-56.768578,-59.004105,-63.86882,-59.14278,-58.908012,-70.743584,-63.815582,-58.04678,-54.216496,-52.728729,-54.886467,-61.605167,-67.104729,-69.130386,-72.23526,-64.043327,-61.922379,-63.733673,-70.392845,-76.704407,-72.889954,-71.778442,-73.241211,-75.59108,-73.58049,-72.755325,-72.706642,-72.931328,-73.343361,-73.49958,1
47,'2017/10/15 15:19:37:134',2,-66.253891,-65.414604,-64.666222,-64.377716,-63.354923,-63.124599,-63.707119,-63.651443,-57.954685,-51.395168,-48.698879,-49.946819,-54.84053,-56.905483,-59.669117,-46.382507,-40.871964,-40.155472,-43.700878,-49.338203,-49.056503,-48.91013,-49.202461,-51.354969,-50.338696,-45.950947,-41.307579,-38.992554,-39.437881,-41.714993,-44.07222,-44.72538,-42.119522,-39.314079,-38.243477,-40.188438,-42.878109,-37.12011,-33.443745,-32.256405,-32.59248,-34.113842,-37.612228,-45.790737,-52.020775,-45.85231,-38.19252,-34.94529,-35.868523,-40.669907,-50.678898,-51.962505,-43.341866,-37.69495,-35.087517,-36.012379,-44.290455,-38.537609,-30.76663,-28.408092,-29.334833,-33.174828,-38.716816,-44.461727,-43.996166,-34.281811,-28.875208,-26.808931,-28.176601,-32.027534,-29.425669,-27.390705,-29.352154,-35.235889,-38.939934,-37.13699,-35.948128,-36.153381,-38.173737,-39.114246,-38.07542,-38.8311,-41.057934,-38.34436,-34.240467,-33.571869,-35.750275,-37.028595,-44.888142,-36.580666,-29.236193,-28.245602,-31.258682,-34.340008,-30.277092,-27.948986,-29.114733,-34.655746,-46.92522,-46.610107,-38.085438,-34.201996,-34.767418,-38.673023,-46.253151,-50.120728,-40.244637,-37.228832,-37.226494,-39.854454,-37.684929,-33.649021,-32.867371,-34.95166,-39.468796,-44.482582,-46.651867,-47.875629,-48.560898,-50.357018,-54.387318,-56.881638,-55.558044,-54.583149,-54.234264,-53.982861,-54.082378,-54.228062,1
48,'2017/10/15 15:19:37:238',2,-66.253891,-65.414604,-64.666222,-64.377716,-63.354923,-63.124599,-63.707119,-63.651443,-57.954685,-51.395168,-48.698879,-49.946819,-54.84053,-56.905483,-59.669117,-46.382507,-40.871964,-40.155472,-43.700878,-49.338203,-49.056503,-48.91013,-49.202461,-51.354969,-50.338696,-45.950947,-41.307579,-38.992554,-39.437881,-41.714993,-44.07222,-44.72538,-42.119522,-39.314079,-38.243477,-40.188438,-42.878109,-37.12011,-33.443745,-32.256405,-32.59248,-34.113842,-37.612228,-45.790737,-52.020775,-45.85231,-38.19252,-34.94529,-35.868523,-40.669907,-50.678898,-51.962505,-43.341866,-37.69495,-35.087517,-36.012379,-44.290455,-38.537609,-30.76663,-28.408092,-29.334833,-33.174828,-38.716816,-44.461727,-43.996166,-34.281811,-28.875208,-26.808931,-28.176601,-32.027534,-29.425669,-27.390705,-29.352154,-35.235889,-38.939934,-37.13699,-35.948128,-36.153381,-38.173737,-39.114246,-38.07542,-38.8311,-41.057934,-38.34436,-34.240467,-33.571869,-35.750275,-37.028595,-44.888142,-36.580666,-29.236193,-28.245602,-31.258682,-34.340008,-30.277092,-27.948986,-29.114733,-34.655746,-46.92522,-46.610107,-38.085438,-34.201996,-34.767418,-38.673023,-46.253151,-50.120728,-40.244637,-37.228832,-37.226494,-39.854454,-37.684929,-33.649021,-32.867371,-34.95166,-39.468796,-44.482582,-46.651867,-47.875629,-48.560898,-50.357018,-54.387318,-56.881638,-55.558044,-54.583149,-54.234264,-53.982861,-54.082378,-54.228062,1
