@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
103,'2017/10/15 15:19:47:575',3,-71.338852,-70.659996,-66.816406,-64.786385,-65.027008,-65.485535,-64.02475,-62.343811,-61.260998,-59.443535,-61.076424,-61.049194,-52.912548,-51.726864,-47.515934,-40.434399,-37.187614,-37.258888,-40.709221,-48.229031,-48.661854,-45.024227,-44.195354,-45.780224,-48.772655,-50.306461,-51.049068,-52.934193,-58.724483,-75.091507,-60.626263,-58.911594,-60.056393,-64.925842,-70.979752,-70.858604,-70.158699,-64.366028,-61.126663,-59.332222,-58.950603,-60.810349,-64.827499,-68.041298,-66.732056,-62.540234,-60.702923,-61.671188,-65.077003,-70.833725,-73.648064,-72.212517,-72.161598,-71.273949,-72.552147,-78.45372,-76.878036,-75.416031,-78.097122,-77.365723,-76.480209,-80.417015,-85.467583,-79.961304,-81.413559,-85.622795,-79.183235,-77.148026,-79.144562,-82.725937,-85.651611,-88.627197,-93.929825,-89.446716,-75.735344,-69.852165,-69.026451,-73.775887,-79.30703,-76.11676,-79.598267,-76.848206,-74.569878,-71.347862,-67.839417,-67.439354,-70.015114,-73.513367,-74.320572,-72.815468,-72.522362,-75.291878,-82.524857,-87.190475,-78.844078,-76.392151,-77.329643,-78.437332,-77.667564,-77.185745,-75.939888,-73.223145,-72.181084,-75.365517,-93.866829,-79.7258,-77.688759,-77.796394,-73.792793,-70.683113,-66.673302,-63.301517,-61.92841,-62.060448,-63.006195,-63.410488,-60.629185,-55.954815,-52.781639,-52.159786,-54.290794,-58.819248,-62.73597,-64.548203,-66.037834,-66.842636,-67.467354,-67.753845,2
104,'2017/10/15 15:19:47:680',3,-71.338852,-70.659996,-66.816406,-64.786385,-65.027008,-65.485535,-64.02475,-62.343811,-61.260998,-59.443535,-61.076424,-61.049194,-52.912548,-51.726864,-47.515934,-40.434399,-37.187614,-37.258888,-40.709221,-48.229031,-48.661854,-45.024227,-44.195354,-45.780224,-48.772655,-50.306461,-51.049068,-52.934193,-58.724483,-75.091507,-60.626263,-58.911594,-60.056393,-64.925842,-70.979752,-70.858604,-70.158699,-64.366028,-61.126663,-59.332222,-58.950603,-60.810349,-64.827499,-68.041298,-66.732056,-62.540234,-60.702923,-61.671188,-65.077003,-70.833725,-73.648064,-72.212517,-72.161598,-71.273949,-72.552147,-78.45372,-76.878036,-75.416031,-78.097122,-77.365723,-76.480209,-80.417015,-85.467583,-79.961304,-81.413559,-85.622795,-79.183235,-77.148026,-79.144562,-82.725937,-85.651611,-88.627197,-93.929825,-89.446716,-75.735344,-69.852165,-69.026451,-73.775887,-79.30703,-76.11676,-79.598267,-76.848206,-74.569878,-71.347862,-67.839417,-67.439354,-70.015114,-73.513367,-74.320572,-72.815468,-72.522362,-75.291878,-82.524857,-87.190475,-78.844078,-76.392151,-77.329643,-78.437332,-77.667564,-77.185745,-75.939888,-73.223145,-72.181084,-75.365517,-93.866829,-79.7258,-77.688759,-77.796394,-73.792793,-70.683113,-66.673302,-63.301517,-61.92841,-62.060448,-63.006195,-63.410488,-60.629185,-55.954815,-52.781639,-52.159786,-54.290794,-58.819248,-62.73597,-64.548203,-66.037834,-66.842636,-67.467354,-67.753845,2
105,'2017/10/15 15:19:47:786',3,-72.297974,-68.209641,-67.022499,-69.276894,-67.108948,-64.310387,-62.381809,-61.848667,-60.277393,-57.55518,-54.222309,-52.65696,-54.335991,-70.522141,-51.62085,-45.832481,-45.132973,-40.857872,-37.706463,-38.805042,-33.676865,-29.372637,-29.416975,-32.566338,-34.602787,-36.669865,-40.486111,-39.139645,-40.11021,-43.735859,-44.937023,-44.82476,-45.704647,-46.909458,-47.443714,-47.125034,-46.455524,-48.330463,-43.712227,-39.110851,-39.154602,-43.795708,-55.172077,-80.435059,-66.375916,-59.839115,-57.477585,-55.552876,-54.093143,-54.224934,-56.760143,-60.796864,-62.227863,-61.248985,-62.083134,-63.465176,-60.317055,-58.428829,-60.237782,-63.735752,-61.994228,-61.612099,-63.106369,-60.77721,-57.598469,-55.861992,-56.671345,-60.04295,-58.738731,-56.118484,-54.853371,-55.299515,-61.55529,-68.087418,-64.50576,-51.161964,-46.754768,-47.318893,-52.335133,-62.90461,-68.001297,-65.142876,-71.895493,-60.437557,-53.650616,-50.542469,-50.184002,-53.548935,-69.461372,-58.397163,-54.776611,-54.664764,-55.713749,-61.188446,-64.768707,-53.502777,-50.148277,-48.553917,-47.410049,-47.468143,-49.016796,-51.801067,-51.061729,-48.260754,-49.325905,-54.234219,-50.549152,-48.894924,-53.047245,-59.816204,-54.867352,-56.796898,-61.687595,-60.925755,-64.59938,-66.097534,-64.214333,-66.577171,-61.342884,-58.420036,-59.912418,-63.675415,-64.269516,-63.948395,-64.050003,-64.297508,-64.439507,-64.460732,2
106,'2017/10/15 15:19:47:891',3,-93.435921,-82.353561,-75.824547,-72.636887,-72.02742,-71.631203,-69.511978,-67.980469,-64.638908,-65.998787,-59.667549,-53.804325,-51.495213,-49.375858,-42.204121,-36.983234,-35.193516,-36.529991,-41.447811,-54.91251,-48.491093,-42.671417,-38.368359,-36.969341,-38.756832,-40.749756,-40.865829,-42.907822,-45.178062,-44.913044,-46.235607,-49.747356,-52.037884,-52.594425,-51.783043,-49.722446,-47.703014,-47.044197,-44.395363,-37.788822,-35.054497,-36.208763,-40.45266,-43.79314,-46.350708,-50.694702,-50.09082,-49.887066,-54.275532,-61.551571,-56.127422,-55.452362,-57.023521,-60.873062,-64.099937,-62.122757,-62.60186,-62.40744,-58.309814,-58.045326,-59.262108,-58.221497,-60.15567,-67.887733,-65.098297,-60.821598,-56.996109,-54.652969,-53.612186,-53.245209,-47.198193,-43.554523,-43.841705,-47.690334,-52.591839,-54.944244,-59.193783,-64.006828,-73.22451,-71.905212,-67.10437,-69.393631,-71.085876,-68.740608,-70.669388,-80.370392,-72.314423,-64.783745,-60.945953,-59.982471,-62.095692,-66.549225,-68.03685,-69.937073,-77.595093,-77.644356,-73.726082,-63.538696,-58.110641,-55.529652,-56.49321,-66.074226,-62.342918,-57.557529,-60.994801,-74.718506,-65.258171,-59.451431,-53.456188,-49.592907,-47.159172,-46.156734,-47.454151,-52.240826,-63.99369,-70.241035,-66.735046,-67.057968,-66.580307,-64.967171,-66.2416,-68.969116,-69.482315,-69.600365,-69.885353,-69.901344,-69.805656,-69.848,2
107,'2017/10/15 15:19:47:992',3,-93.435921,-82.353561,-75.824547,-72.636887,-72.02742,-71.631203,-69.511978,-67.980469,-64.638908,-65.998787,-59.667549,-53.804325,-51.495213,-49.375858,-42.204121,-36.983234,-35.193516,-36.529991,-41.447811,-54.91251,-48.491093,-42.671417,-38.368359,-36.969341,-38.756832,-40.749756,-40.865829,-42.907822,-45.178062,-44.913044,-46.235607,-49.747356,-52.037884,-52.594425,-51.783043,-49.722446,-47.703014,-47.044197,-44.395363,-37.788822,-35.054497,-36.208763,-40.45266,-43.79314,-46.350708,-50.694702,-50.09082,-49.887066,-54.275532,-61.551571,-56.127422,-55.452362,-57.023521,-60.873062,-64.099937,-62.122757,-62.60186,-62.40744,-58.309814,-58.045326,-59.262108,-58.221497,-60.15567,-67.887733,-65.098297,-60.821598,-56.996109,-54.652969,-53.612186,-53.245209,-47.198193,-43.554523,-43.841705,-47.690334,-52.591839,-54.944244,-59.193783,-64.006828,-73.22451,-71.905212,-67.10437,-69.393631,-71.085876,-68.740608,-70.669388,-80.370392,-72.314423,-64.783745,-60.945953,-59.982471,-62.095692,-66.549225,-68.03685,-69.937073,-77.595093,-77.644356,-73.726082,-63.538696,-58.110641,-55.529652,-56.49321,-66.074226,-62.342918,-57.557529,-60.994801,-74.718506,-65.258171,-59.451431,-53.456188,-49.592907,-47.159172,-46.156734,-47.454151,-52.240826,-63.99369,-70.241035,-66.735046,-67.057968,-66.580307,-64.967171,-66.2416,-68.969116,-69.482315,-69.600365,-69.885353,-69.901344,-69.805656,-69.848,2
108,'2017/10/15 15:19:48:098',3,-47.110611,-47.027573,-46.777046,-46.391411,-45.928429,-45.456085,-44.72636,-44.069141,-43.090202,-42.084362,-41.113705,-39.132965,-36.702354,-33.536129,-28.252754,-25.356405,-27.013191,-35.572556,-28.565903,-26.573072,-28.864336,-28.081587,-28.230026,-34.585762,-50.421276,-41.832966,-42.776672,-36.316723,-36.86718,-40.075951,-38.559322,-37.537735,-37.347485,-38.966839,-43.817905,-42.962734,-39.991276,-40.734612,-45.342556,-56.121334,-44.845993,-40.037205,-39.407269,-41.636799,-45.556744,-52.004749,-50.577614,-46.583965,-47.684864,-50.656948,-51.73843,-54.680141,-59.99501,-58.644966,-56.38765,-51.894661,-48.856201,-49.216888,-50.717953,-49.978092,-50.280109,-51.847637,-51.860947,-50.836342,-49.511459,-48.929764,-50.531651,-55.038486,-58.684071,-64.518562,-61.143913,-52.347443,-49.935059,-49.617245,-41.831547,-38.140675,-38.923359,-43.722263,-48.6077,-49.745674,-49.758812,-49.047192,-48.481289,-46.324203,-43.423023,-41.166294,-40.017666,-39.670319,-39.393436,-40.119083,-43.243366,-47.722351,-48.428101,-47.890697,-46.580765,-47.333813,-51.547993,-49.989265,-50.41066,-48.395321,-41.922745,-38.125473,-36.85038,-38.038506,-41.350632,-45.540619,-46.322899,-45.467327,-44.297054,-44.485832,-54.253368,-47.106636,-43.394138,-47.931152,-60.614147,-53.855175,-58.218849,-54.885708,-51.047997,-49.593452,-49.231895,-49.686161,-50.433754,-50.659187,-50.679646,-50.678352,-50.761623,-50.791302,2
109,'2017/10/15 15:19:48:203',3,-73.925453,-66.469788,-63.045586,-63.143578,-63.917316,-63.777096,-63.855904,-65.25882,-65.089409,-61.686455,-60.475964,-64.059669,-53.194717,-49.606205,-45.564892,-40.556667,-37.213638,-34.955772,-32.313694,-29.405003,-27.556253,-27.51346,-29.836285,-35.616608,-50.035725,-49.471188,-46.348663,-47.469688,-52.070023,-57.516178,-56.748592,-55.474262,-56.970943,-58.839626,-59.503582,-61.05064,-61.738445,-64.561852,-68.801315,-75.824409,-63.596191,-62.112438,-75.137062,-62.01442,-59.687778,-65.988083,-57.415272,-53.061218,-53.218544,-56.07444,-60.506298,-63.762135,-62.605427,-62.168785,-58.835972,-56.447437,-58.458771,-77.112648,-59.853748,-56.629318,-58.796307,-63.933189,-72.535515,-68.930206,-66.115822,-65.559311,-63.326221,-63.97562,-66.826576,-69.146614,-66.580345,-64.936974,-65.737076,-63.859116,-61.54287,-57.346088,-55.426666,-55.743427,-56.39492,-57.969177,-62.56094,-62.909195,-57.63744,-53.734196,-51.753895,-49.571068,-47.061268,-39.885571,-34.553898,-33.060574,-35.374084,-42.157635,-48.76667,-49.467094,-54.54026,-59.036037,-54.056408,-52.806419,-57.47398,-60.41991,-59.320099,-63.293518,-55.958073,-55.772812,-59.360432,-58.962494,-60.35973,-61.806793,-60.892326,-59.307499,-58.900547,-60.239983,-61.988548,-62.291046,-62.121403,-61.587631,-61.472633,-62.274712,-62.678055,-62.543427,-62.6758,-62.844929,-62.959637,-63.030674,-63.045265,-63.030842,-63.047935,-63.060822,2
110,'2017/10/15 15:19:48:308',3,-73.925453,-66.469788,-63.045586,-63.143578,-63.917316,-63.777096,-63.855904,-65.25882,-65.089409,-61.686455,-60.475964,-64.059669,-53.194717,-49.606205,-45.564892,-40.556667,-37.213638,-34.955772,-32.313694,-29.405003,-27.556253,-27.51346,-29.836285,-35.616608,-50.035725,-49.471188,-46.348663,-47.469688,-52.070023,-57.516178,-56.748592,-55.474262,-56.970943,-58.839626,-59.503582,-61.05064,-61.738445,-64.561852,-68.801315,-75.824409,-63.596191,-62.112438,-75.137062,-62.01442,-59.687778,-65.988083,-57.415272,-53.061218,-53.218544,-56.07444,-60.506298,-63.762135,-62.605427,-62.168785,-58.835972,-56.447437,-58.458771,-77.112648,-59.853748,-56.629318,-58.796307,-63.933189,-72.535515,-68.930206,-66.115822,-65.559311,-63.326221,-63.97562,-66.826576,-69.146614,-66.580345,-64.936974,-65.737076,-63.859116,-61.54287,-57.346088,-55.426666,-55.743427,-56.39492,-57.969177,-62.56094,-62.909195,-57.63744,-53.734196,-51.753895,-49.571068,-47.061268,-39.885571,-34.553898,-33.060574,-35.374084,-42.157635,-48.76667,-49.467094,-54.54026,-59.036037,-54.056408,-52.806419,-57.47398,-60.41991,-59.320099,-63.293518,-55.958073,-55.772812,-59.360432,-58.962494,-60.35973,-61.806793,-60.892326,-59.307499,-58.900547,-60.239983,-61.988548,-62.291046,-62.121403,-61.587631,-61.472633,-62.274712,-62.678055,-62.543427,-62.6758,-62.844929,-62.959637,-63.030674,-63.045265,-63.030842,-63.047935,-63.060822,2
111,'2017/10/15 15:19:48:409',3,-57.611214,-58.565151,-60.03389,-59.068001,-57.533936,-56.4725,-55.272209,-53.341129,-52.007034,-49.180439,-45.978188,-45.504623,-44.592194,-42.145912,-39.240177,-37.283379,-40.489899,-38.951431,-32.147472,-31.158968,-34.258888,-39.357918,-42.297405,-38.188774,-35.104866,-36.20372,-41.095245,-46.644489,-51.332161,-64.009308,-54.359001,-51.549828,-49.652718,-49.455902,-51.565395,-54.027817,-53.797024,-52.850014,-53.176495,-52.08485,-50.462502,-50.779503,-50.890953,-47.175446,-41.024605,-36.975533,-35.78064,-37.688049,-42.809586,-47.285576,-48.613503,-49.573067,-49.605701,-49.032784,-45.098145,-43.359898,-45.279179,-50.398266,-54.635391,-57.699284,-58.939194,-57.97641,-56.620239,-56.706619,-57.20715,-56.525383,-56.290524,-57.160416,-57.880276,-57.544731,-56.761318,-55.037708,-55.516624,-58.731281,-59.713272,-60.399593,-59.397171,-59.030228,-59.971493,-59.452625,-59.04871,-56.775536,-56.012871,-56.412403,-50.246716,-46.556507,-44.719643,-43.902164,-45.541271,-50.823872,-55.820557,-56.372311,-58.014069,-58.503727,-60.444748,-59.259315,-58.990456,-57.819618,-58.940895,-45.711163,-40.335209,-39.753208,-43.068371,-48.827873,-51.775364,-53.692902,-52.699745,-48.385422,-44.684399,-41.353897,-39.006729,-39.096664,-43.076443,-57.030285,-53.599182,-52.298275,-55.018654,-55.304367,-58.118706,-72.39595,-63.220833,-60.136913,-59.652431,-59.097328,-58.939484,-58.888027,-58.873543,-58.839386,2
112,'2017/10/15 15:19:48:510',3,-43.461658,-43.337704,-42.742802,-41.621006,-40.520752,-39.384762,-38.27042,-37.306942,-35.81477,-34.044857,-32.62624,-30.599915,-26.918268,-24.619413,-20.425034,-15.451219,-14.669484,-20.376507,-20.5951,-15.854874,-18.374737,-24.548203,-22.297234,-24.219061,-34.580086,-33.040146,-30.457651,-40.560455,-34.761875,-32.349503,-35.440212,-34.36171,-34.388313,-36.973114,-37.068867,-35.932453,-34.648586,-36.784386,-48.948566,-45.017796,-52.064693,-44.250088,-40.537952,-42.705357,-44.010231,-41.972233,-40.749416,-40.887299,-41.223625,-41.270691,-41.684052,-40.815498,-39.299671,-36.530815,-32.796219,-31.946821,-34.669193,-39.622448,-42.907185,-49.800186,-50.931778,-47.350887,-49.342617,-49.387634,-47.754398,-53.546921,-51.818539,-46.597874,-48.025604,-47.628033,-44.577965,-42.74231,-43.598991,-47.287033,-38.267105,-33.596123,-33.188606,-36.481457,-39.268845,-38.446579,-42.238819,-40.490761,-35.785492,-36.781364,-45.559834,-40.441914,-33.867157,-30.310957,-28.366091,-28.584845,-32.238167,-39.393478,-36.083054,-36.440105,-38.156246,-36.515148,-37.867126,-39.259945,-38.505558,-31.913147,-27.915676,-28.050234,-32.017284,-38.814526,-44.682869,-49.462536,-52.003929,-50.181297,-49.345165,-50.312443,-44.888054,-43.625221,-43.686459,-44.510719,-47.935951,-50.651356,-47.934959,-46.971516,-47.750088,-48.403194,-48.993488,-49.74316,-49.855503,-49.43539,-49.432144,-49.413677,-49.321404,-49.392368,2
113,'2017/10/15 15:19:48:610',3,-48.383842,-48.473457,-48.575569,-48.666386,-48.239712,-47.80817,-47.211647,-46.578236,-45.758385,-45.141273,-45.835114,-46.910461,-42.325428,-39.708855,-37.73497,-36.409599,-30.978411,-23.547712,-20.383478,-21.08882,-25.88562,-32.618393,-32.803295,-35.958328,-39.510654,-40.179626,-40.80164,-41.786488,-43.288784,-44.720692,-43.95052,-43.941696,-45.333584,-45.364777,-45.331989,-47.602085,-49.506947,-47.554008,-46.450287,-46.874657,-47.489204,-47.561848,-48.398479,-50.917755,-50.686138,-49.073971,-50.685493,-53.389214,-51.963837,-51.101185,-51.457672,-52.052498,-52.589981,-51.603584,-50.069843,-50.894989,-54.914658,-57.539848,-56.986546,-55.374477,-54.107059,-54.704365,-55.010754,-54.564354,-55.460613,-56.475765,-54.978104,-54.846878,-55.827011,-55.391209,-56.091785,-56.397636,-56.438869,-59.020813,-59.099342,-57.969353,-59.34166,-60.646152,-61.0839,-60.082237,-59.84399,-60.942303,-58.645908,-54.687016,-53.297188,-56.172207,-46.047241,-39.687943,-37.787838,-39.476608,-43.889111,-46.893665,-48.769001,-49.976612,-49.474758,-49.195377,-49.949261,-51.12817,-50.846138,-44.965473,-40.358337,-39.440796,-42.003227,-47.270683,-51.211163,-53.793995,-54.06535,-54.944248,-60.767982,-60.158161,-57.900265,-52.679001,-51.022408,-56.263935,-63.313339,-54.895771,-55.715279,-57.058712,-55.496826,-55.250515,-55.722702,-55.729607,-55.689816,-55.781258,-55.828526,-55.850834,-55.851326,-55.869732,2
114,'2017/10/15 15:19:48:716',3,-48.383842,-48.473457,-48.575569,-48.666386,-48.239712,-47.80817,-47.211647,-46.578236,-45.758385,-45.141273,-45.835114,-46.910461,-42.325428,-39.708855,-37.73497,-36.409599,-30.978411,-23.547712,-20.383478,-21.08882,-25.88562,-32.618393,-32.803295,-35.958328,-39.510654,-40.179626,-40.80164,-41.786488,-43.288784,-44.720692,-43.95052,-43.941696,-45.333584,-45.364777,-45.331989,-47.602085,-49.506947,-47.554008,-46.450287,-46.874657,-47.489204,-47.561848,-48.398479,-50.917755,-50.686138,-49.073971,-50.685493,-53.389214,-51.963837,-51.101185,-51.457672,-52.052498,-52.589981,-51.603584,-50.069843,-50.894989,-54.914658,-57.539848,-56.986546,-55.374477,-54.107059,-54.704365,-55.010754,-54.564354,-55.460613,-56.475765,-54.978104,-54.846878,-55.827011,-55.391209,-56.091785,-56.397636,-56.438869,-59.020813,-59.099342,-57.969353,-59.34166,-60.646152,-61.0839,-60.082237,-59.84399,-60.942303,-58.645908,-54.687016,-53.297188,-56.172207,-46.047241,-39.687943,-37.787838,-39.476608,-43.889111,-46.893665,-48.769001,-49.976612,-49.474758,-49.195377,-49.949261,-51.12817,-50.846138,-44.965473,-40.358337,-39.440796,-42.003227,-47.270683,-51.211163,-53.793995,-54.06535,-54.944248,-60.767982,-60.158161,-57.900265,-52.679001,-51.022408,-56.263935,-63.313339,-54.895771,-55.715279,-57.058712,-55.496826,-55.250515,-55.722702,-55.729607,-55.689816,-55.781258,-55.828526,-55.850834,-55.851326,-55.869732,2
115,'2017/10/15 15:19:48:817',3,-67.428787,-64.395287,-60.800175,-57.00404,-54.399044,-52.867588,-50.605762,-48.860992,-46.879997,-45.400806,-42.690491,-40.614162,-37.712708,-36.771202,-28.096642,-21.170382,-18.003754,-17.317125,-18.499901,-21.900938,-28.940014,-39.751842,-50.422852,-37.204494,-33.524559,-36.664188,-53.134346,-41.062263,-38.408844,-38.253323,-38.133919,-39.679848,-44.519848,-52.86422,-52.251369,-52.149094,-49.711018,-47.495434,-46.093002,-36.180599,-31.484207,-30.806456,-32.785305,-36.052532,-42.714897,-37.077629,-33.262333,-34.54969,-38.549675,-40.62468,-42.037971,-42.856331,-42.602379,-42.105309,-41.523933,-41.0238,-41.746098,-44.289036,-45.28624,-44.74955,-46.284912,-48.767155,-48.184097,-46.440022,-44.714489,-43.659409,-43.91201,-45.132126,-45.966274,-45.259243,-43.663414,-43.638123,-44.155392,-48.232819,-43.090431,-37.851776,-38.748272,-42.128407,-40.361923,-39.808094,-38.995895,-37.241135,-36.324802,-36.493412,-35.240913,-32.575142,-25.756361,-21.412928,-20.605118,-23.080542,-28.218279,-32.421993,-34.844238,-36.405693,-36.909946,-36.843723,-36.702518,-36.085125,-35.281364,-30.678326,-26.220615,-25.113424,-27.443945,-33.185795,-39.050373,-41.920456,-47.3829,-51.395836,-45.052185,-43.338654,-46.343632,-55.764698,-60.056046,-56.067055,-57.910919,-62.878658,-61.02298,-56.827045,-56.27853,-58.908218,-63.413818,-64.00827,-64.356155,-64.745514,-64.897598,-65.210297,-65.410393,-65.478317,2
116,'2017/10/15 15:19:48:921',3,-43.013885,-43.103378,-43.174656,-42.988304,-42.727364,-42.530659,-42.158573,-41.66592,-41.053944,-40.35675,-39.210598,-38.037148,-37.204506,-36.402119,-34.241566,-32.914917,-30.947008,-24.02704,-20.473856,-20.522125,-23.665009,-28.968925,-36.017738,-46.774498,-37.153431,-36.1413,-38.078449,-40.014233,-40.65815,-41.507469,-42.562435,-43.499157,-43.845989,-43.65966,-44.369652,-45.749947,-46.175854,-45.83606,-43.867977,-43.056534,-46.019661,-53.496017,-53.571148,-52.488934,-50.226467,-49.141434,-50.860027,-54.972507,-57.318275,-54.74263,-53.876312,-54.501362,-54.444073,-54.345818,-53.854767,-54.252331,-57.111732,-58.13636,-57.503288,-59.092209,-59.776653,-59.731655,-60.430813,-60.874317,-61.340214,-60.975597,-62.529816,-75.775894,-64.130486,-53.106125,-46.928028,-44.597027,-45.172733,-47.186493,-48.119015,-48.385498,-50.402302,-53.484917,-53.548965,-53.104115,-52.913479,-52.315041,-52.323494,-53.946411,-54.039742,-50.568523,-47.250317,-45.797672,-46.448334,-48.836746,-52.334042,-54.959976,-54.034565,-54.098995,-54.360382,-53.241241,-54.246365,-55.206158,-53.923664,-52.787521,-45.288162,-41.56311,-42.05011,-46.476406,-52.473942,-54.698914,-56.018677,-55.148197,-55.285355,-55.148056,-53.216793,-51.999069,-53.099766,-55.73159,-58.055882,-60.103027,-59.800198,-56.380928,-54.437374,-53.509422,-52.202129,-52.526001,-54.582081,-56.099361,-56.230515,-55.647442,-55.707478,-55.938431,2
117,'2017/10/15 15:19:49:025',3,-43.013885,-43.103378,-43.174656,-42.988304,-42.727364,-42.530659,-42.158573,-41.66592,-41.053944,-40.35675,-39.210598,-38.037148,-37.204506,-36.402119,-34.241566,-32.914917,-30.947008,-24.02704,-20.473856,-20.522125,-23.665009,-28.968925,-36.017738,-46.774498,-37.153431,-36.1413,-38.078449,-40.014233,-40.65815,-41.507469,-42.562435,-43.499157,-43.845989,-43.65966,-44.369652,-45.749947,-46.175854,-45.83606,-43.867977,-43.056534,-46.019661,-53.496017,-53.571148,-52.488934,-50.226467,-49.141434,-50.860027,-54.972507,-57.318275,-54.74263,-53.876312,-54.501362,-54.444073,-54.345818,-53.854767,-54.252331,-57.111732,-58.13636,-57.503288,-59.092209,-59.776653,-59.731655,-60.430813,-60.874317,-61.340214,-60.975597,-62.529816,-75.775894,-64.130486,-53.106125,-46.928028,-44.597027,-45.172733,-47.186493,-48.119015,-48.385498,-50.402302,-53.484917,-53.548965,-53.104115,-52.913479,-52.315041,-52.323494,-53.946411,-54.039742,-50.568523,-47.250317,-45.797672,-46.448334,-48.836746,-52.334042,-54.959976,-54.034565,-54.098995,-54.360382,-53.241241,-54.246365,-55.206158,-53.923664,-52.787521,-45.288162,-41.56311,-42.05011,-46.476406,-52.473942,-54.698914,-56.018677,-55.148197,-55.285355,-55.148056,-53.216793,-51.999069,-53.099766,-55.73159,-58.055882,-60.103027,-59.800198,-56.380928,-54.437374,-53.509422,-52.202129,-52.526001,-54.582081,-56.099361,-56.230515,-55.647442,-55.707478,-55.938431,2
